id,area,latitude,longitude,crime_type,severity,date,time,time_of_day,target_group,gender,age,age_group,crime_count,police_station,status
703,Bamrauli Chowki,25.5634,81.813,Theft,1,28-06-2025,21:10,Night,Adult Male,Male,58,Adult,3,Airport PS,Reported
2139,Govindpur Chowki,25.3306,81.7173,Fraud,3,18-05-2025,03:57,Night,Adult Male,Male,37,Adult,1,Shivkuti PS,Reported
1265,Bahariya Bazar Chowki,25.4506,81.8539,Chain Snatching,2,14-05-2025,05:47,Morning,Adult Female,Female,43,Adult,2,Bahariya PS,Unreported
3466,Ghantaghar Chowki,25.4119,81.8233,Harassment,1,18-09-2025,03:47,Night,Young Female,Female,13,Teen,3,Kotwali PS,Reported
3767,Chhota Baghada Chowki,25.512,81.7501,Kidnapping,1,25-01-2025,15:13,Afternoon,Young Female,Female,21,Adult,3,George Town PS,Reported
2043,Sangam Chowki,25.5766,81.8409,Fraud,1,14-10-2025,10:47,Morning,Older Female,Female,64,Senior,1,Daraganj PS,Under Investigation
907,Sirsa Chowki,25.381,81.8946,Fraud,2,04-09-2025,14:31,Afternoon,Young Male,Male,23,Adult,2,Meja PS,Under Investigation
1981,Bamrauli Chowki,25.4853,81.7163,Domestic Violence,5,31-05-2025,04:37,Night,Adult Female,Female,34,Adult,2,Airport PS,Under Investigation
3332,Sulem Sarai Chowki,25.4382,81.8306,Kidnapping,1,29-07-2025,14:14,Afternoon,Young Female,Female,13,Teen,3,Dhoomanganj PS,Under Investigation
1984,Nagvasuki Chowki,25.5975,81.8737,Fraud,2,23-12-2025,03:56,Night,Adult Female,Female,29,Adult,1,Daraganj PS,Unreported
184,Tagore Town Chowki,25.4701,81.8799,Robbery,4,28-07-2025,21:55,Night,Adult Male,Male,28,Adult,2,George Town PS,Closed
4632,Bairahana Chowki,25.56,81.7623,Assault,1,28-02-2025,01:21,Night,Adult Male,Male,34,Adult,2,Kydganj PS,Under Investigation
2074,Bahariya Bazar Chowki,25.3427,81.752,Kidnapping,5,06-12-2025,03:12,Night,Young Female,Female,19,Teen,2,Bahariya PS,Reported
3468,Jasra Chowki,25.3758,81.8785,Robbery,4,01-02-2025,21:16,Night,Adult Female,Female,30,Adult,3,Bara PS,Reported
3390,Narayani Ashram Chowki,25.4597,81.858,Kidnapping,5,12-07-2025,22:26,Night,Children,Female,11,Child,3,Shivkuti PS,Reported
3292,Mahewa Chowki,25.4987,81.8388,Harassment,2,16-03-2025,23:24,Night,Adult Female,Female,29,Adult,1,Naini PS,Closed
155,Chowk Chowki,25.3144,81.7667,Theft,2,01-02-2025,23:04,Night,Older Female,Female,69,Senior,2,Kotwali PS,Unreported
2591,Lukerganj Chowki,25.5282,81.8101,Robbery,2,04-04-2025,14:29,Afternoon,Adult Male,Male,49,Adult,2,Colonelganj PS,Closed
282,Bamrauli Chowki,25.3163,81.8082,Fraud,1,10-07-2025,12:06,Afternoon,Adult Male,Male,27,Adult,1,Airport PS,Unreported
2221,Manda Road Chowki,25.5211,81.8711,Fraud,3,16-05-2025,07:00,Morning,Older Male,Male,61,Senior,1,Manda PS,Closed
754,Manda Chowki,25.4069,81.7608,Fraud,2,19-08-2025,16:39,Afternoon,Older Female,Female,69,Senior,1,Meja PS,Under Investigation
4141,Rambagh Chowki,25.4803,81.8258,Fraud,5,15-11-2025,08:52,Morning,Young Female,Female,23,Adult,2,Kydganj PS,Reported
163,Rambagh Chowki,25.595,81.7196,Theft,2,15-02-2025,09:03,Morning,Young Female,Female,18,Teen,3,Kydganj PS,Unreported
4427,Saidabad Chowki,25.3592,81.7567,Domestic Violence,1,14-11-2025,22:53,Night,Adult Female,Female,33,Adult,1,Handia PS,Under Investigation
4239,Arail Chowki,25.392,81.835,Kidnapping,1,25-10-2025,18:57,Evening,Young Female,Female,20,Adult,1,Naini PS,Closed
1157,Khiri Chowki,25.4999,81.8215,Assault,3,15-11-2025,11:14,Morning,Adult Male,Male,34,Adult,2,Khiri PS,Unreported
1148,Bairahana Chowki,25.5206,81.7851,Robbery,5,11-06-2025,01:26,Night,Adult Female,Female,57,Adult,1,Kydganj PS,Reported
255,MG Road Chowki,25.5699,81.7036,Fraud,3,30-03-2025,13:35,Afternoon,Older Female,Female,70,Senior,3,Civil Lines PS,Reported
976,ADA Colony Chowki,25.3059,81.726,Fraud,2,20-11-2025,07:03,Morning,Young Female,Female,24,Adult,2,Industrial Area PS,Unreported
4482,Chhota Baghada Chowki,25.5746,81.7778,Fraud,1,09-11-2025,13:01,Afternoon,Adult Male,Male,48,Adult,1,George Town PS,Reported
3573,Arail Chowki,25.5404,81.8014,Kidnapping,5,02-02-2025,00:57,Night,Children,Female,3,Child,1,Naini PS,Reported
3810,Goods Shed Chowki,25.4218,81.7333,Domestic Violence,3,19-07-2025,18:23,Evening,Adult Female,Female,44,Adult,1,Mutthiganj PS,Closed
331,Mahewa Chowki,25.4744,81.8117,Theft,2,26-05-2025,07:47,Morning,Adult Male,Male,59,Adult,3,Naini PS,Closed
690,Sirsa Chowki,25.5975,81.8051,Kidnapping,4,14-02-2025,12:25,Afternoon,Children,Female,5,Child,3,Meja PS,Reported
3233,Nawabganj Chowki,25.4454,81.7322,Domestic Violence,4,14-10-2025,12:12,Afternoon,Adult Female,Female,47,Adult,3,Soraon PS,Closed
613,Buxi Khurd Chowki,25.5289,81.8306,Fraud,1,08-02-2025,10:16,Morning,Adult Female,Female,59,Adult,3,Shahganj PS,Unreported
1757,Sangam Chowki,25.3468,81.8444,Fraud,3,09-03-2025,06:55,Morning,Young Female,Female,25,Adult,3,Daraganj PS,Unreported
3496,Kala Danda Chowki,25.3116,81.8532,Fraud,5,26-01-2025,22:21,Night,Young Male,Male,20,Adult,2,Shahganj PS,Under Investigation
1522,Manauri Chowki,25.4081,81.7811,Fraud,2,01-09-2025,08:08,Morning,Adult Male,Male,37,Adult,2,Puramufti PS,Reported
3400,Beli Road Chowki,25.3966,81.8358,Harassment,4,21-12-2025,05:20,Morning,Adult Female,Female,42,Adult,1,Colonelganj PS,Unreported
3610,Atala Chowki,25.5223,81.8378,Assault,5,02-02-2025,18:53,Evening,Adult Male,Male,30,Adult,1,Khuldabad PS,Unreported
149,Kala Danda Chowki,25.388,81.7111,Harassment,2,29-04-2025,02:54,Night,Adult Female,Female,45,Adult,1,Shahganj PS,Reported
4231,Nari Bari Chowki,25.5154,81.7906,Assault,4,18-03-2025,12:27,Afternoon,Adult Male,Male,37,Adult,1,Karchhana PS,Reported
1048,Goods Shed Chowki,25.3932,81.7194,Kidnapping,5,21-08-2025,13:43,Afternoon,Young Female,Female,14,Teen,1,Mutthiganj PS,Reported
3256,Nari Bari Chowki,25.5763,81.7295,Assault,1,07-07-2025,04:04,Night,Adult Male,Male,45,Adult,2,Karchhana PS,Unreported
4460,Bakshi Bandh Chowki,25.5271,81.7177,Harassment,5,03-07-2025,15:43,Afternoon,Adult Female,Female,45,Adult,3,Kydganj PS,Closed
2151,Narayani Ashram Chowki,25.457,81.8753,Fraud,1,07-07-2025,01:13,Night,Adult Female,Female,55,Adult,2,Shivkuti PS,Under Investigation
4446,Govindpur Chowki,25.3494,81.8291,Theft,3,22-12-2025,07:34,Morning,Adult Male,Male,44,Adult,2,Shivkuti PS,Reported
668,Lukerganj Chowki,25.5866,81.873,Fraud,1,03-01-2025,06:20,Morning,Adult Male,Male,49,Adult,2,Colonelganj PS,Closed
1482,Manauri Chowki,25.3743,81.8096,Robbery,4,12-03-2025,18:38,Evening,Adult Female,Female,37,Adult,3,Puramufti PS,Reported
3245,Allahpur Chowki,25.5867,81.7149,Robbery,2,04-09-2025,17:21,Evening,Older Male,Male,64,Senior,1,George Town PS,Unreported
2887,Thornhill Road Chowki,25.3422,81.8309,Harassment,4,30-05-2025,14:55,Afternoon,Adult Female,Female,34,Adult,3,Civil Lines PS,Reported
1660,Mauaima Bazar Chowki,25.4744,81.7067,Fraud,3,11-01-2025,03:00,Night,Adult Male,Male,46,Adult,2,Mauaima PS,Under Investigation
2535,Mansoor Ali Park Chowki,25.4245,81.817,Kidnapping,3,28-09-2025,17:51,Evening,Young Female,Female,17,Teen,1,Khuldabad PS,Reported
1222,Old Jhunsi Chowki,25.3428,81.8769,Fraud,3,13-07-2025,17:01,Evening,Adult Male,Male,41,Adult,1,Jhunsi PS,Unreported
92,Saidabad Chowki,25.4402,81.7606,Harassment,1,11-12-2025,05:06,Morning,Young Female,Female,17,Teen,3,Handia PS,Unreported
1617,Chowk Chowki,25.4307,81.858,Harassment,1,10-04-2025,10:45,Morning,Adult Female,Female,34,Adult,3,Kotwali PS,Closed
956,Manda Road Chowki,25.5201,81.7631,Fraud,1,22-04-2025,18:33,Evening,Young Female,Female,21,Adult,2,Manda PS,Closed
553,Shankargarh Chowki,25.4299,81.8733,Fraud,2,05-02-2025,16:15,Afternoon,Adult Female,Female,35,Adult,1,Shankargadh PS,Reported
2795,Bairahana Chowki,25.3903,81.7681,Theft,3,01-01-2025,23:10,Night,Young Male,Male,25,Adult,1,Kydganj PS,Reported
3160,Arail Chowki,25.3206,81.7241,Fraud,5,09-04-2025,23:20,Night,Young Female,Female,23,Adult,2,Naini PS,Unreported
4736,Laxmi Talkies Chowki,25.5229,81.7422,Robbery,4,24-10-2025,12:43,Afternoon,Older Male,Male,61,Senior,2,Mutthiganj PS,Under Investigation
1661,Bamrauli Chowki,25.3885,81.7854,Fraud,2,12-11-2025,04:31,Night,Young Male,Male,21,Adult,3,Airport PS,Under Investigation
2892,Nagvasuki Chowki,25.3821,81.7258,Theft,3,06-05-2025,07:30,Morning,Adult Female,Female,33,Adult,3,Daraganj PS,Reported
1238,Shankargarh Road Chowki,25.5537,81.7527,Robbery,4,30-05-2025,09:20,Morning,Older Male,Male,70,Senior,2,Bara PS,Closed
3699,Kala Danda Chowki,25.4297,81.8327,Domestic Violence,5,12-09-2025,02:31,Night,Adult Female,Female,43,Adult,1,Shahganj PS,Under Investigation
3897,Baluaghat Chowki,25.37,81.8898,Robbery,2,08-08-2025,11:57,Morning,Young Male,Male,24,Adult,2,Daraganj PS,Under Investigation
1719,Katra Chowki,25.4098,81.7646,Theft,2,08-10-2025,19:49,Evening,Adult Male,Male,55,Adult,1,Kotwali PS,Closed
2623,Sarai Inayat Chowki,25.3901,81.7959,Assault,2,11-10-2025,08:12,Morning,Adult Male,Male,30,Adult,3,Phulpur PS,Unreported
2270,Narayani Ashram Chowki,25.5636,81.7575,Fraud,3,15-12-2025,00:10,Night,Older Female,Female,67,Senior,3,Shivkuti PS,Unreported
744,Gaughat Chowki,25.5195,81.7682,Theft,1,17-01-2025,07:58,Morning,Older Male,Male,68,Senior,3,Mutthiganj PS,Unreported
2853,Rani Mandi Chowki,25.554,81.8116,Chain Snatching,3,13-12-2025,05:06,Morning,Adult Female,Female,53,Adult,1,Khuldabad PS,Reported
2559,Bairahana Chowki,25.4144,81.8859,Harassment,5,14-11-2025,16:13,Afternoon,Children,Female,11,Child,3,Kydganj PS,Closed
4732,Bakshi Bandh Chowki,25.5085,81.8021,Kidnapping,3,05-03-2025,07:51,Morning,Children,Male,11,Child,1,Kydganj PS,Under Investigation
1280,Utraon Bazar Chowki,25.4109,81.8223,Theft,3,21-12-2025,10:59,Morning,Adult Male,Male,52,Adult,3,Utraanv PS,Under Investigation
1262,Bahariya Bazar Chowki,25.5769,81.8743,Fraud,2,28-10-2025,23:19,Night,Older Female,Female,69,Senior,2,Bahariya PS,Under Investigation
3980,Baraut Chowki,25.3056,81.7152,Chain Snatching,2,23-12-2025,00:33,Night,Adult Female,Female,26,Adult,2,Handia PS,Reported
1047,Nagvasuki Chowki,25.4892,81.709,Chain Snatching,3,11-02-2025,15:03,Afternoon,Young Female,Female,22,Adult,1,Daraganj PS,Under Investigation
4653,Bakshi Bandh Chowki,25.4806,81.7648,Domestic Violence,5,18-02-2025,07:16,Morning,Adult Female,Female,46,Adult,1,Kydganj PS,Reported
4737,Jasra Chowki,25.3459,81.7255,Robbery,3,20-02-2025,14:23,Afternoon,Adult Male,Male,28,Adult,3,Bara PS,Unreported
3394,Jasra Chowki,25.4578,81.8996,Kidnapping,1,26-05-2025,10:13,Morning,Children,Female,3,Child,2,Bara PS,Reported
1611,Jasra Chowki,25.4389,81.8176,Harassment,3,28-02-2025,21:28,Night,Adult Female,Female,26,Adult,3,Bara PS,Closed
196,Tharwai Chowki,25.3996,81.7442,Robbery,4,11-04-2025,12:45,Afternoon,Young Female,Female,21,Adult,2,Tharwai PS,Reported
2161,ADA Colony Chowki,25.5631,81.8103,Kidnapping,5,03-09-2025,07:33,Morning,Children,Female,8,Child,2,Industrial Area PS,Reported
4962,Chowk Chowki,25.4659,81.7158,Harassment,4,01-11-2025,05:00,Morning,Young Female,Female,14,Teen,3,Kotwali PS,Unreported
115,Manauri Chowki,25.3166,81.7411,Domestic Violence,5,18-11-2025,17:54,Evening,Adult Female,Female,29,Adult,1,Puramufti PS,Reported
2823,Sirsa Chowki,25.3831,81.7673,Harassment,4,09-12-2025,05:41,Morning,Adult Female,Female,37,Adult,3,Meja PS,Reported
3388,GTB Nagar Chowki,25.3851,81.7959,Robbery,4,14-09-2025,01:08,Night,Older Male,Male,67,Senior,2,Kareli PS,Closed
3693,Nawabganj Chowki,25.5698,81.7857,Theft,2,04-06-2025,18:02,Evening,Adult Male,Male,48,Adult,3,Soraon PS,Under Investigation
2220,Saidabad Chowki,25.4198,81.8415,Domestic Violence,4,21-12-2025,14:37,Afternoon,Adult Female,Female,39,Adult,3,Handia PS,Closed
764,Manda Road Chowki,25.3525,81.7316,Fraud,2,23-11-2025,10:30,Morning,Adult Female,Female,50,Adult,3,Manda PS,Under Investigation
2661,Tagore Town Chowki,25.4119,81.7712,Chain Snatching,1,06-12-2025,07:23,Morning,Adult Female,Female,52,Adult,2,George Town PS,Unreported
719,Saidabad Chowki,25.5135,81.8762,Fraud,1,20-08-2025,04:11,Night,Adult Male,Male,46,Adult,1,Handia PS,Under Investigation
3709,Phaphamau Chowki,25.3308,81.746,Theft,5,14-06-2025,19:10,Evening,Adult Male,Male,57,Adult,3,Jhunsi PS,Closed
554,Nagvasuki Chowki,25.4602,81.7851,Fraud,1,28-12-2025,23:22,Night,Older Male,Male,64,Senior,2,Daraganj PS,Under Investigation
4022,Beli Road Chowki,25.4476,81.7937,Fraud,5,13-12-2025,01:45,Night,Adult Female,Female,47,Adult,3,Colonelganj PS,Closed
46,Karelabagh Chowki,25.5119,81.8325,Fraud,1,24-12-2025,10:31,Morning,Young Male,Male,21,Adult,3,Kareli PS,Under Investigation
1508,Sarai Inayat Chowki,25.5065,81.8806,Theft,2,09-06-2025,09:08,Morning,Adult Female,Female,43,Adult,1,Phulpur PS,Unreported
2719,Saidabad Chowki,25.5271,81.7128,Domestic Violence,1,25-12-2025,06:32,Morning,Adult Female,Female,38,Adult,3,Handia PS,Reported
2942,Manda Chowki,25.3386,81.7862,Kidnapping,1,04-04-2025,14:01,Afternoon,Young Female,Female,24,Adult,3,Meja PS,Closed
368,Saidabad Chowki,25.5696,81.7704,Domestic Violence,5,04-08-2025,02:26,Night,Adult Female,Female,28,Adult,1,Handia PS,Unreported
3328,University Chowki,25.4904,81.7662,Theft,2,09-01-2025,22:54,Night,Older Female,Female,63,Senior,3,Colonelganj PS,Reported
2698,Phaphamau Chowki,25.4337,81.8412,Theft,3,20-07-2025,12:22,Afternoon,Young Female,Female,22,Adult,1,Jhunsi PS,Closed
1903,Ghantaghar Chowki,25.3428,81.7879,Kidnapping,5,11-03-2025,07:33,Morning,Children,Female,5,Child,1,Kotwali PS,Closed
1401,Sahson Chowki,25.3268,81.8847,Kidnapping,4,07-07-2025,07:56,Morning,Young Female,Female,22,Adult,2,Sarai Inayat PS,Reported
3653,GTB Nagar Chowki,25.4838,81.8382,Theft,2,13-04-2025,20:28,Evening,Young Male,Male,22,Adult,3,Kareli PS,Unreported
3955,Holagarh Chowki,25.4128,81.7642,Chain Snatching,4,25-11-2025,23:56,Night,Young Female,Female,23,Adult,1,Soraon PS,Reported
547,Ghoorpur Chowki,25.3173,81.7733,Fraud,1,23-09-2025,15:30,Afternoon,Adult Female,Female,57,Adult,1,Ghoorpur PS,Closed
3591,Sarai Inayat Chowki,25.5235,81.8666,Kidnapping,2,05-04-2025,15:40,Afternoon,Young Female,Female,23,Adult,1,Phulpur PS,Unreported
1791,Laxmi Talkies Chowki,25.4059,81.7811,Fraud,2,12-01-2025,09:16,Morning,Adult Female,Female,42,Adult,3,Mutthiganj PS,Reported
4728,Gaughat Chowki,25.3899,81.7955,Theft,1,06-04-2025,05:34,Morning,Adult Female,Female,47,Adult,3,Mutthiganj PS,Under Investigation
1558,Laxmi Talkies Chowki,25.5752,81.8931,Fraud,1,15-07-2025,22:45,Night,Young Female,Female,24,Adult,3,Mutthiganj PS,Reported
4504,Salori Chowki,25.4927,81.8615,Chain Snatching,2,12-09-2025,20:19,Evening,Young Female,Female,22,Adult,3,Colonelganj PS,Unreported
4880,Jasra Chowki,25.4082,81.7259,Harassment,5,23-10-2025,19:18,Evening,Young Female,Female,24,Adult,2,Bara PS,Unreported
3174,Gauhaniya Chowki,25.4401,81.8221,Robbery,2,11-04-2025,19:27,Evening,Adult Female,Female,48,Adult,2,Karchhana PS,Closed
4267,Narayani Ashram Chowki,25.3834,81.8663,Theft,2,09-06-2025,00:05,Night,Adult Male,Male,44,Adult,2,Shivkuti PS,Unreported
1316,Manauri Chowki,25.3412,81.7574,Robbery,4,26-01-2025,23:12,Night,Adult Female,Female,49,Adult,2,Puramufti PS,Reported
4749,Jasra Chowki,25.5002,81.7871,Robbery,3,15-11-2025,02:02,Night,Adult Female,Female,46,Adult,3,Bara PS,Reported
2289,Sikandra Chowki,25.4758,81.8947,Domestic Violence,5,13-07-2025,10:30,Morning,Adult Female,Female,48,Adult,3,Phulpur PS,Closed
4818,Katra Chowki,25.5327,81.7243,Kidnapping,5,28-06-2025,17:24,Evening,Children,Female,6,Child,2,Kotwali PS,Reported
221,Sadar Bazar Chowki,25.3422,81.8129,Kidnapping,4,20-07-2025,06:44,Morning,Young Female,Female,16,Teen,3,Cantonment PS,Closed
3162,Buxi Khurd Chowki,25.5199,81.8118,Chain Snatching,4,19-08-2025,23:15,Night,Adult Female,Female,35,Adult,3,Shahganj PS,Unreported
4656,Shankargarh Road Chowki,25.3551,81.7081,Kidnapping,2,29-10-2025,21:33,Night,Young Female,Female,24,Adult,3,Bara PS,Unreported
1593,Khiri Chowki,25.402,81.7747,Kidnapping,5,21-12-2025,23:52,Night,Children,Female,11,Child,2,Khiri PS,Closed
2512,Noorullah Road Chowki,25.4101,81.8319,Domestic Violence,3,21-09-2025,17:24,Evening,Adult Female,Female,29,Adult,2,Shahganj PS,Under Investigation
2960,Rambagh Chowki,25.4611,81.7593,Harassment,4,03-03-2025,12:07,Afternoon,Adult Female,Female,41,Adult,3,Kydganj PS,Unreported
4018,Mahewa Chowki,25.4057,81.867,Kidnapping,1,16-12-2025,03:23,Night,Children,Male,5,Child,2,Naini PS,Under Investigation
1336,Kaundhiyara Chowki,25.439,81.8125,Fraud,1,01-02-2025,19:54,Evening,Young Male,Male,23,Adult,1,Kaundhiyara PS,Under Investigation
968,Manauri Chowki,25.4543,81.7321,Kidnapping,5,26-01-2025,21:16,Night,Young Female,Female,16,Teen,1,Puramufti PS,Under Investigation
2044,Sirsa Chowki,25.345,81.8873,Domestic Violence,5,01-01-2025,10:11,Morning,Adult Female,Female,28,Adult,1,Meja PS,Reported
1640,Mauaima Bazar Chowki,25.4088,81.7608,Harassment,2,21-05-2025,15:33,Afternoon,Adult Female,Female,34,Adult,2,Mauaima PS,Reported
528,Manauri Chowki,25.3153,81.8695,Fraud,1,20-02-2025,18:24,Evening,Adult Male,Male,53,Adult,2,Puramufti PS,Under Investigation
4597,Laxmi Talkies Chowki,25.5608,81.7556,Chain Snatching,3,27-07-2025,10:09,Morning,Young Female,Female,18,Teen,3,Mutthiganj PS,Under Investigation
2560,Jasra Chowki,25.4611,81.8371,Harassment,1,08-05-2025,09:45,Morning,Adult Female,Female,32,Adult,3,Bara PS,Closed
1738,Mahila Thana Outpost,25.5132,81.8487,Kidnapping,5,24-08-2025,14:18,Afternoon,Young Female,Female,24,Adult,2,Mahila Thana PS,Closed
3176,Saidabad Chowki,25.5616,81.7598,Theft,1,12-08-2025,01:02,Night,Adult Male,Male,44,Adult,2,Handia PS,Unreported
3457,Jasra Chowki,25.3638,81.8169,Kidnapping,5,10-11-2025,18:36,Evening,Young Female,Female,14,Teen,2,Bara PS,Closed
3021,Mahewa Chowki,25.3026,81.7855,Theft,3,21-08-2025,09:17,Morning,Older Female,Female,64,Senior,3,Naini PS,Unreported
3621,Sarai Inayat Chowki,25.5875,81.8447,Theft,2,01-03-2025,03:07,Night,Adult Male,Male,36,Adult,2,Phulpur PS,Under Investigation
1039,Govindpur Chowki,25.3327,81.753,Fraud,3,16-06-2025,04:14,Night,Adult Female,Female,40,Adult,3,Shivkuti PS,Reported
4911,Gaughat Chowki,25.5733,81.7226,Assault,4,15-12-2025,21:00,Night,Adult Male,Male,39,Adult,1,Mutthiganj PS,Reported
153,Manauri Chowki,25.3679,81.857,Robbery,4,19-07-2025,21:32,Night,Adult Male,Male,29,Adult,2,Puramufti PS,Unreported
1451,Mauaima Bazar Chowki,25.5867,81.8891,Fraud,1,19-02-2025,04:48,Night,Adult Female,Female,32,Adult,3,Mauaima PS,Unreported
2866,Sangam Chowki,25.5284,81.7329,Harassment,3,02-02-2025,12:30,Afternoon,Young Female,Female,17,Teen,1,Daraganj PS,Closed
4369,High Court Chowki,25.498,81.7658,Chain Snatching,5,05-06-2025,21:31,Night,Adult Female,Female,37,Adult,3,Civil Lines PS,Unreported
954,Rani Mandi Chowki,25.5675,81.856,Fraud,2,31-01-2025,04:34,Night,Young Female,Female,25,Adult,1,Khuldabad PS,Reported
4672,Rani Mandi Chowki,25.3927,81.7529,Domestic Violence,3,24-04-2025,19:26,Evening,Adult Female,Female,49,Adult,3,Khuldabad PS,Closed
4950,Goods Shed Chowki,25.5045,81.757,Harassment,2,21-01-2025,17:51,Evening,Adult Female,Female,28,Adult,2,Mutthiganj PS,Under Investigation
4186,Saidabad Chowki,25.3218,81.8093,Chain Snatching,2,02-12-2025,10:57,Morning,Adult Female,Female,51,Adult,1,Handia PS,Reported
2994,Govindpur Chowki,25.4124,81.8681,Assault,5,28-07-2025,11:15,Morning,Adult Male,Male,36,Adult,2,Shivkuti PS,Unreported
1762,Salori Chowki,25.521,81.8438,Robbery,4,19-01-2025,12:13,Afternoon,Adult Male,Male,58,Adult,1,Colonelganj PS,Under Investigation
2681,Kala Danda Chowki,25.4401,81.8403,Kidnapping,1,27-01-2025,11:29,Morning,Young Female,Female,24,Adult,1,Shahganj PS,Closed
2841,Karelabagh Chowki,25.3686,81.8877,Fraud,5,11-06-2025,08:52,Morning,Young Female,Female,19,Teen,2,Kareli PS,Unreported
1240,ADA Colony Chowki,25.4843,81.7739,Fraud,2,29-09-2025,14:22,Afternoon,Adult Male,Male,35,Adult,1,Industrial Area PS,Closed
2214,Phaphamau Chowki,25.565,81.863,Fraud,1,07-04-2025,02:17,Night,Adult Female,Female,39,Adult,2,Jhunsi PS,Closed
4038,ADA Colony Chowki,25.548,81.7588,Assault,3,31-05-2025,15:32,Afternoon,Adult Male,Male,28,Adult,1,Naini PS,Reported
3687,Holagarh Chowki,25.5224,81.775,Chain Snatching,1,19-06-2025,00:12,Night,Young Female,Female,24,Adult,2,Soraon PS,Under Investigation
1070,Tagore Town Chowki,25.4953,81.7405,Robbery,4,30-08-2025,03:59,Night,Young Female,Female,24,Adult,3,George Town PS,Reported
678,Saidabad Chowki,25.3869,81.7763,Robbery,4,11-06-2025,17:23,Evening,Older Male,Male,67,Senior,3,Handia PS,Under Investigation
798,Nagvasuki Chowki,25.3424,81.886,Fraud,2,21-08-2025,13:42,Afternoon,Young Male,Male,23,Adult,3,Daraganj PS,Under Investigation
2733,Gauhaniya Chowki,25.5046,81.8048,Theft,5,04-03-2025,05:29,Morning,Adult Male,Male,42,Adult,1,Karchhana PS,Closed
587,Allahpur Chowki,25.3248,81.8298,Theft,2,18-11-2025,09:12,Morning,Adult Female,Female,47,Adult,3,George Town PS,Closed
2590,Chhota Baghada Chowki,25.4983,81.8824,Assault,4,02-01-2025,06:21,Morning,Adult Male,Male,34,Adult,3,George Town PS,Unreported
4637,Beli Road Chowki,25.5967,81.8377,Fraud,4,22-05-2025,21:41,Night,Older Female,Female,64,Senior,1,Colonelganj PS,Unreported
1380,Gaughat Chowki,25.3746,81.7246,Kidnapping,5,01-09-2025,04:06,Night,Young Female,Female,13,Teen,1,Mutthiganj PS,Reported
2481,Sarai Inayat Chowki,25.3923,81.7344,Fraud,3,21-04-2025,18:13,Evening,Young Male,Male,21,Adult,1,Phulpur PS,Unreported
1648,ADA Colony Chowki,25.5575,81.7457,Fraud,3,12-01-2025,08:53,Morning,Adult Male,Male,28,Adult,3,Industrial Area PS,Closed
3679,Loknath Chowki,25.4273,81.7639,Harassment,5,19-10-2025,14:11,Afternoon,Young Female,Female,14,Teen,3,Kotwali PS,Unreported
3555,Gauhaniya Chowki,25.5307,81.8371,Robbery,2,25-11-2025,11:09,Morning,Adult Male,Male,37,Adult,2,Karchhana PS,Reported
1567,Mansoor Ali Park Chowki,25.4995,81.8796,Fraud,2,12-06-2025,15:06,Afternoon,Older Female,Female,60,Senior,3,Khuldabad PS,Closed
3867,ADA Colony Chowki,25.4396,81.8066,Theft,2,17-08-2025,16:43,Afternoon,Adult Female,Female,49,Adult,3,Naini PS,Reported
4724,Sangam Chowki,25.4622,81.768,Chain Snatching,2,23-09-2025,12:14,Afternoon,Adult Female,Female,53,Adult,2,Daraganj PS,Closed
1828,Buxi Khurd Chowki,25.3662,81.7525,Fraud,3,20-04-2025,01:29,Night,Adult Female,Female,44,Adult,2,Shahganj PS,Unreported
4588,Baraut Chowki,25.4437,81.7795,Domestic Violence,3,12-10-2025,05:00,Morning,Adult Female,Female,33,Adult,2,Handia PS,Unreported
1255,Manda Road Chowki,25.5296,81.7371,Fraud,1,06-10-2025,21:45,Night,Older Male,Male,66,Senior,2,Manda PS,Unreported
850,Attarsuiya Chowki,25.4055,81.724,Fraud,3,16-04-2025,19:33,Evening,Adult Male,Male,40,Adult,3,Attarsuiya PS,Unreported
1969,Govindpur Chowki,25.342,81.8807,Kidnapping,4,24-02-2025,04:19,Night,Young Female,Female,16,Teen,3,Shivkuti PS,Under Investigation
4270,Mahewa Chowki,25.5912,81.7134,Chain Snatching,4,28-01-2025,04:54,Night,Young Female,Female,22,Adult,2,Naini PS,Reported
4740,Gauhaniya Chowki,25.3923,81.8282,Robbery,5,08-07-2025,19:06,Evening,Older Female,Female,63,Senior,3,Karchhana PS,Under Investigation
1405,Janghai Chowki,25.5527,81.7778,Kidnapping,4,21-01-2025,02:10,Night,Young Female,Female,24,Adult,3,Sarai Mamrej PS,Unreported
843,Manauri Chowki,25.4987,81.8179,Fraud,1,16-04-2025,16:35,Afternoon,Adult Female,Female,51,Adult,2,Puramufti PS,Reported
3749,Salori Chowki,25.3089,81.8125,Harassment,5,03-10-2025,23:26,Night,Adult Female,Female,30,Adult,1,Colonelganj PS,Under Investigation
4745,Nawabganj Chowki,25.4604,81.8137,Kidnapping,4,16-08-2025,03:34,Night,Children,Male,4,Child,3,Soraon PS,Under Investigation
315,Sadar Bazar Chowki,25.5933,81.7096,Theft,1,11-06-2025,00:20,Night,Adult Female,Female,56,Adult,1,Cantonment PS,Under Investigation
1028,ADA Colony Chowki,25.3257,81.8948,Kidnapping,5,20-03-2025,12:48,Afternoon,Children,Male,4,Child,2,Industrial Area PS,Under Investigation
